t,separation_m
40.615,5.1671
40.622,5.1729
40.638,5.1632
40.642,5.1689
40.657,5.1592
40.661,5.1646
40.677,5.1549
40.681,5.1602
40.697,5.1505
40.701,5.1556
40.717,5.1459
40.722,5.1509
40.738,5.1412
40.740,5.1460
40.758,5.1363
40.762,5.1409
40.777,5.1312
40.781,5.1356
40.798,5.1260
40.801,5.1301
40.816,5.1204
40.823,5.1245
40.840,5.1148
40.841,5.1186
40.858,5.1089
40.862,5.1122
40.877,5.1026
40.882,5.1054
40.897,5.0958
40.901,5.0982
40.917,5.0885
40.921,5.0905
40.938,5.0809
40.941,5.0824
40.957,5.0727
40.961,5.0738
40.977,5.0642
40.981,5.0648
40.999,5.0552
41.000,5.0554
41.017,5.0458
41.021,5.0458
41.037,5.0362
41.041,5.0362
41.059,5.0266
41.061,5.0266
41.077,5.0170
41.080,5.0170
41.097,5.0075
41.102,5.0075
41.116,4.9979
41.121,4.9979
41.137,4.9884
41.141,4.9884
41.158,4.9788
41.160,4.9788
41.177,4.9693
41.182,4.9693
41.198,4.9598
41.202,4.9598
41.217,4.9503
41.222,4.9503
41.237,4.9408
41.241,4.9408
41.257,4.9313
41.261,4.9313
41.278,4.9219
41.281,4.9219
41.297,4.9124
41.301,4.9124
41.317,4.9030
41.321,4.9030
41.338,4.8936
41.341,4.8936
41.357,4.8841
41.361,4.8841
41.377,4.8747
41.381,4.8747
41.397,4.8653
41.402,4.8653
41.417,4.8560
41.421,4.8560
41.437,4.8466
41.442,4.8466
41.458,4.8372
41.462,4.8372
41.476,4.8279
41.481,4.8279
41.497,4.8185
41.501,4.8185
41.517,4.8092
41.522,4.8092
41.537,4.7999
41.541,4.7999
41.558,4.7906
41.561,4.7906
41.578,4.7813
41.581,4.7813
41.599,4.7720
41.601,4.7720
41.617,4.7628
41.621,4.7628
41.638,4.7535
41.641,4.7535
41.657,4.7443
41.661,4.7443
41.677,4.7351
41.681,4.7351
41.697,4.7259
41.700,4.7259
41.717,4.7167
41.723,4.7167
41.738,4.7075
41.741,4.7075
41.757,4.6983
41.761,4.6983
41.778,4.6891
41.781,4.6891
41.798,4.6800
41.801,4.6800
41.817,4.6709
41.822,4.6709
41.839,4.6617
41.841,4.6617
41.858,4.6526
41.861,4.6526
41.877,4.6435
41.882,4.6435
41.898,4.6345
41.901,4.6345
41.917,4.6254
41.922,4.6254
41.938,4.6163
41.942,4.6163
41.959,4.6073
41.961,4.6073
41.977,4.5983
41.981,4.5983
41.999,4.5893
42.001,4.5893
42.018,4.5803
42.021,4.5803
42.038,4.5713
42.041,4.5713
42.058,4.5623
42.061,4.5623
42.077,4.5533
42.081,4.5533
42.097,4.5444
42.102,4.5444
42.117,4.5355
42.121,4.5355
42.136,4.5266
42.141,4.5266
42.157,4.5177
42.161,4.5177
42.177,4.5088
42.182,4.5088
42.197,4.4999
42.201,4.4999
42.217,4.4911
42.221,4.4911
42.237,4.4822
42.241,4.4822
42.257,4.4734
42.261,4.4734
42.277,4.4646
42.281,4.4646
42.296,4.4558
42.301,4.4558
42.318,4.4470
42.321,4.4470
42.338,4.4382
42.342,4.4382
42.358,4.4295
42.362,4.4295
42.377,4.4207
42.382,4.4207
42.397,4.4120
42.402,4.4120
42.418,4.4033
42.421,4.4033
42.438,4.3946
42.441,4.3946
42.457,4.3859
42.462,4.3859
42.478,4.3772
42.481,4.3772
42.497,4.3686
42.500,4.3686
42.516,4.3600
42.521,4.3600
42.537,4.3513
42.541,4.3513
42.557,4.3427
42.561,4.3427
42.577,4.3342
42.581,4.3342
42.598,4.3256
42.600,4.3256
42.617,4.3170
42.621,4.3170
42.637,4.3085
42.642,4.3085
42.657,4.3000
42.661,4.3000
42.677,4.2915
42.682,4.2915
42.697,4.2830
42.702,4.2830
42.718,4.2745
42.721,4.2745
42.737,4.2661
42.741,4.2661
42.757,4.2576
42.761,4.2576
42.777,4.2492
42.781,4.2492
42.797,4.2408
42.801,4.2408
42.816,4.2324
42.821,4.2324
42.837,4.2241
42.842,4.2241
42.858,4.2157
42.862,4.2157
42.877,4.2074
42.882,4.2074
42.897,4.1991
42.901,4.1991
42.917,4.1908
42.921,4.1908
42.937,4.1825
42.941,4.1825
42.958,4.1742
42.961,4.1742
42.977,4.1660
42.981,4.1660
42.998,4.1578
43.001,4.1578
43.017,4.1496
43.021,4.1496
43.037,4.1414
43.042,4.1414
43.057,4.1332
43.062,4.1332
43.077,4.1251
43.082,4.1251
43.097,4.1170
43.101,4.1170
43.117,4.1089
43.121,4.1089
43.138,4.1008
43.141,4.1008
43.157,4.0927
43.161,4.0927
43.180,4.0847
43.183,4.0847
43.197,4.0766
43.202,4.0766
43.217,4.0686
43.221,4.0686
43.237,4.0606
43.245,4.0606
43.257,4.0526
43.262,4.0526
43.278,4.0447
43.281,4.0447
43.296,4.0367
43.302,4.0367
43.318,4.0288
43.321,4.0288
43.337,4.0209
43.341,4.0209
43.358,4.0130
43.361,4.0130
43.377,4.0051
43.382,4.0051
43.397,3.9973
43.401,3.9973
43.417,3.9894
43.421,3.9894
43.439,3.9816
43.441,3.9816
43.458,3.9738
43.462,3.9738
43.478,3.9660
43.482,3.9660
43.497,3.9583
43.500,3.9583
43.517,3.9505
43.521,3.9505
43.538,3.9428
43.541,3.9428
43.558,3.9351
43.561,3.9351
43.578,3.9274
43.581,3.9274
43.597,3.9198
43.602,3.9198
43.617,3.9121
43.621,3.9121
43.637,3.9045
43.641,3.9045
43.658,3.8969
43.661,3.8969
43.678,3.8893
43.681,3.8893
43.697,3.8817
43.701,3.8817
43.717,3.8742
43.721,3.8742
43.737,3.8667
43.741,3.8667
43.758,3.8592
43.762,3.8592
43.777,3.8517
43.781,3.8517
43.797,3.8443
43.801,3.8443
43.818,3.8369
43.821,3.8369
43.838,3.8295
43.841,3.8295
43.858,3.8221
43.861,3.8221
43.877,3.8148
43.881,3.8148
43.898,3.8075
43.902,3.8075
43.917,3.8002
43.921,3.8002
43.938,3.7929
43.941,3.7929
43.958,3.7857
43.962,3.7857
43.977,3.7785
43.981,3.7785
43.997,3.7713
44.001,3.7713
44.017,3.7641
44.021,3.7641
44.037,3.7570
44.041,3.7570
44.057,3.7499
44.062,3.7499
44.077,3.7428
44.080,3.7428
44.097,3.7357
44.102,3.7357
44.117,3.7287
44.122,3.7287
44.137,3.7217
44.141,3.7217
44.161,3.7147
44.161,3.7147
44.178,3.7078
44.181,3.7078
44.198,3.7009
44.201,3.7009
44.217,3.6940
44.222,3.6940
44.237,3.6871
44.241,3.6871
44.257,3.6803
44.261,3.6803
44.277,3.6734
44.281,3.6734
44.297,3.6667
44.302,3.6667
44.317,3.6599
44.321,3.6599
44.337,3.6532
44.341,3.6532
44.357,3.6464
44.362,3.6464
44.377,3.6398
44.381,3.6398
44.397,3.6331
44.402,3.6331
44.418,3.6265
44.422,3.6265
44.437,3.6199
44.442,3.6199
44.457,3.6133
44.461,3.6133
44.478,3.6068
44.482,3.6068
44.497,3.6003
44.501,3.6003
44.518,3.5938
44.522,3.5938
44.537,3.5874
44.542,3.5874
44.557,3.5809
44.562,3.5809
44.577,3.5745
44.582,3.5745
44.597,3.5682
44.601,3.5682
44.617,3.5618
44.622,3.5618
44.637,3.5555
44.642,3.5555
44.658,3.5493
44.661,3.5493
44.678,3.5430
44.681,3.5430
44.698,3.5368
44.701,3.5368
44.717,3.5306
44.721,3.5306
44.737,3.5245
44.740,3.5245
44.758,3.5183
44.761,3.5183
44.777,3.5122
44.783,3.5122
44.797,3.5062
44.802,3.5062
44.818,3.5001
44.821,3.5001
44.838,3.4941
44.840,3.4941
44.858,3.4882
44.860,3.4882
44.877,3.4822
44.884,3.4822
44.897,3.4763
44.901,3.4763
44.917,3.4704
44.921,3.4704
44.937,3.4646
44.941,3.4646
44.958,3.4588
44.961,3.4588
44.977,3.4530
44.983,3.4530
44.997,3.4473
45.001,3.4473
