robot,payload,stage,t,v
amr2,loaded,nav,44.485,0.5000
amr2,loaded,nav,44.502,0.5000
amr2,loaded,nav,44.520,0.5000
amr2,loaded,nav,44.542,0.5000
amr2,loaded,nav,44.562,0.5000
amr2,loaded,nav,44.581,0.5000
amr2,loaded,nav,44.600,0.5000
amr2,loaded,nav,44.620,0.5000
amr2,loaded,nav,44.640,0.5000
amr2,loaded,nav,44.660,0.5000
amr2,loaded,nav,44.680,0.5000
amr2,loaded,nav,44.700,0.5000
amr2,loaded,nav,44.721,0.5000
amr2,loaded,nav,44.740,0.5000
amr2,loaded,nav,44.761,0.5000
amr2,loaded,nav,44.780,0.5000
amr2,loaded,nav,44.800,0.5000
amr2,loaded,nav,44.820,0.5000
amr2,loaded,nav,44.840,0.5000
amr2,loaded,nav,44.860,0.5000
amr2,loaded,nav,44.881,0.5000
amr2,loaded,nav,44.900,0.5000
amr2,loaded,nav,44.922,0.5000
amr2,loaded,nav,44.941,0.5000
amr2,loaded,nav,44.961,0.5000
amr2,loaded,nav,44.980,0.5000
amr2,loaded,nav,45.000,0.5000
amr2,loaded,nav,45.020,0.5000
amr2,loaded,nav,45.040,0.5000
amr2,loaded,nav,45.061,0.5000
amr2,loaded,nav,45.080,0.5000
amr2,loaded,nav,45.101,0.5000
amr2,loaded,nav,45.121,0.5000
amr2,loaded,nav,45.140,0.5000
amr2,loaded,nav,45.160,0.5000
amr2,loaded,nav,45.181,0.5000
amr2,loaded,nav,45.201,0.5000
amr2,loaded,nav,45.221,0.5000
amr2,loaded,nav,45.241,0.5000
amr2,loaded,nav,45.260,0.5000
amr2,loaded,nav,45.280,0.5000
amr2,loaded,nav,45.300,0.5000
amr2,loaded,nav,45.321,0.5000
amr2,loaded,nav,45.341,0.5000
amr2,loaded,nav,45.361,0.5000
amr2,loaded,nav,45.380,0.5000
amr2,loaded,nav,45.401,0.5000
amr2,loaded,nav,45.423,0.5000
amr2,loaded,nav,45.441,0.5000
amr2,loaded,nav,45.460,0.5000
amr2,loaded,nav,45.481,0.5000
amr2,loaded,nav,45.501,0.5000
amr2,loaded,nav,45.520,0.5000
amr2,loaded,nav,45.541,0.5000
amr2,loaded,nav,45.560,0.5000
amr2,loaded,nav,45.580,0.5000
amr2,loaded,nav,45.601,0.5000
amr2,loaded,nav,45.620,0.5000
amr2,loaded,nav,45.645,0.5000
amr2,loaded,nav,45.660,0.5000
amr2,loaded,nav,45.681,0.5000
amr2,loaded,nav,45.701,0.5000
amr2,loaded,nav,45.720,0.5000
amr2,loaded,nav,45.741,0.5000
amr2,loaded,nav,45.762,0.5000
amr2,loaded,nav,45.780,0.5000
amr2,loaded,nav,45.801,0.5000
amr2,loaded,nav,45.820,0.5000
amr2,loaded,nav,45.840,0.5000
amr2,loaded,nav,45.860,0.5000
amr2,loaded,nav,45.880,0.5000
amr2,loaded,nav,45.900,0.5000
amr2,loaded,nav,45.920,0.5000
amr2,loaded,nav,45.941,0.5000
amr2,loaded,nav,45.960,0.5000
amr2,loaded,nav,45.981,0.5000
amr2,loaded,nav,46.001,0.5000
amr2,loaded,nav,46.021,0.5000
amr2,loaded,nav,46.042,0.5000
amr2,loaded,nav,46.060,0.5000
amr2,loaded,nav,46.084,0.5000
amr2,loaded,nav,46.100,0.0000
amr2,loaded,nav,46.121,0.0000
amr2,loaded,nav,46.140,0.0000
amr2,loaded,nav,46.161,0.0000
amr2,loaded,nav,46.180,0.0000
amr2,loaded,nav,46.200,0.0000
amr2,loaded,nav,46.221,0.0000
amr2,loaded,nav,46.241,0.0000
amr2,loaded,nav,46.260,0.0000
amr2,loaded,nav,46.281,0.0000
amr2,loaded,nav,46.302,0.0000
amr2,loaded,nav,46.321,0.0000
amr2,loaded,nav,46.340,0.0000
amr2,loaded,nav,46.360,0.0000
amr2,loaded,nav,46.381,0.0000
amr2,loaded,nav,46.401,0.0000
amr2,loaded,nav,46.421,0.0000
amr2,loaded,nav,46.441,0.0000
amr2,loaded,nav,46.460,0.0000
amr2,loaded,nav,46.481,0.0000
amr2,loaded,nav,46.500,0.0000
amr2,loaded,nav,46.520,0.0000
amr2,loaded,nav,46.541,0.0000
amr2,loaded,nav,46.563,0.0000
amr2,loaded,nav,46.580,0.0000
amr2,loaded,nav,46.602,0.0000
amr2,loaded,nav,46.621,0.0000
amr2,loaded,nav,46.641,0.0000
amr2,loaded,nav,46.660,0.0000
amr2,loaded,nav,46.681,0.0000
amr2,loaded,nav,46.703,0.0000
amr2,loaded,nav,46.720,0.0000
amr2,loaded,nav,46.741,0.0000
amr2,loaded,nav,46.760,0.0000
amr2,loaded,nav,46.780,0.0000
amr2,loaded,nav,46.802,0.0000
amr2,loaded,nav,46.820,0.0000
amr2,loaded,nav,46.841,0.0000
amr2,loaded,nav,46.860,0.0000
amr2,loaded,nav,46.881,0.0000
amr2,loaded,nav,46.901,0.0000
amr2,loaded,nav,46.920,0.0000
amr2,loaded,nav,46.941,0.0000
amr2,loaded,nav,46.960,0.0000
amr2,loaded,nav,46.981,0.0000
amr2,loaded,nav,47.002,0.0000
amr2,loaded,nav,47.020,0.0000
amr2,loaded,nav,47.042,0.0000
amr2,loaded,nav,47.060,0.0000
amr2,loaded,nav,47.080,0.0000
amr2,loaded,nav,47.100,0.0000
amr2,loaded,nav,47.120,0.0000
amr2,loaded,nav,47.140,0.0000
amr2,loaded,nav,47.160,0.0000
amr2,loaded,nav,47.180,0.0000
amr2,loaded,nav,47.200,0.0000
amr2,loaded,nav,47.222,0.0000
amr2,loaded,nav,47.240,0.0000
amr2,loaded,nav,47.261,0.0000
amr2,loaded,nav,47.281,0.0000
amr2,loaded,nav,47.301,0.0000
amr2,loaded,nav,47.320,0.0000
amr2,loaded,nav,47.340,0.0000
amr2,loaded,nav,47.362,0.0000
amr2,loaded,nav,47.381,0.0000
amr2,loaded,nav,47.401,0.0000
amr2,loaded,nav,47.421,0.0000
amr2,loaded,nav,47.440,0.0000
amr2,loaded,nav,47.461,0.0000
amr2,loaded,nav,47.481,0.0000
amr2,loaded,nav,47.501,0.0000
amr2,loaded,nav,47.521,0.0000
amr2,loaded,nav,47.542,0.0000
amr2,loaded,nav,47.560,0.0000
amr2,loaded,nav,47.581,0.0000
amr2,loaded,nav,47.600,0.0000
amr2,loaded,nav,47.621,0.0000
amr2,loaded,nav,47.640,0.0000
amr2,loaded,nav,47.660,0.0000
amr2,loaded,nav,47.681,0.0000
amr2,loaded,nav,47.700,0.0000
amr2,loaded,nav,47.720,0.0000
amr2,loaded,nav,47.741,0.0000
amr2,loaded,nav,47.761,0.0000
amr2,loaded,nav,47.782,0.0000
amr2,loaded,nav,47.801,0.0000
amr2,loaded,nav,47.820,0.0000
amr2,loaded,nav,47.841,0.0000
amr2,loaded,nav,47.860,0.0000
amr2,loaded,nav,47.880,0.0000
amr2,loaded,nav,47.902,0.0000
amr2,loaded,nav,47.921,0.0000
amr2,loaded,nav,47.941,0.0000
amr2,loaded,nav,47.961,0.0000
amr2,loaded,nav,47.980,0.0000
amr2,loaded,nav,48.001,0.0000
amr2,loaded,nav,48.020,0.0000
amr2,loaded,nav,48.048,0.0000
amr2,loaded,nav,48.060,0.0000
amr2,loaded,nav,48.081,0.0000
amr2,loaded,nav,48.101,0.0000
amr2,loaded,nav,48.121,0.0000
amr2,loaded,nav,48.140,0.0000
amr2,loaded,nav,48.161,0.0000
amr2,loaded,nav,48.180,0.0000
amr2,loaded,nav,48.200,0.0000
amr2,loaded,nav,48.221,0.0000
amr2,loaded,nav,48.242,0.0000
amr2,loaded,nav,48.260,0.0000
amr2,loaded,nav,48.280,0.0000
amr2,loaded,nav,48.302,0.0000
amr2,loaded,nav,48.320,0.0000
amr2,loaded,nav,48.341,0.0000
amr2,loaded,nav,48.360,0.0000
amr2,loaded,nav,48.382,0.0000
amr2,loaded,nav,48.401,0.0000
amr2,loaded,nav,48.420,0.0000
amr2,loaded,nav,48.440,0.0000
amr2,loaded,nav,48.460,0.0000
amr2,loaded,nav,48.481,0.0000
amr2,loaded,nav,48.501,0.0000
amr2,loaded,nav,48.523,0.0000
amr2,loaded,nav,48.540,0.0000
amr2,loaded,nav,48.561,0.0000
amr2,loaded,nav,48.581,0.0000
amr2,loaded,nav,48.600,0.0000
amr2,loaded,nav,48.622,0.0000
amr2,loaded,nav,48.641,0.0000
amr2,loaded,nav,48.660,0.0000
amr2,loaded,nav,48.680,0.0000
amr2,loaded,nav,48.700,0.0000
amr2,loaded,nav,48.720,0.0000
amr2,loaded,nav,48.741,0.0000
amr2,loaded,nav,48.760,0.0000
amr2,loaded,nav,48.781,0.0000
amr2,loaded,nav,48.800,0.0000
amr2,loaded,nav,48.821,0.0000
amr2,loaded,nav,48.840,0.0000
amr2,loaded,nav,48.861,0.0000
amr2,loaded,nav,48.881,0.0000
amr2,loaded,nav,48.900,0.0000
amr2,loaded,nav,48.921,0.0000
amr2,loaded,nav,48.942,0.0000
amr2,loaded,nav,48.960,0.0000
amr2,loaded,nav,48.980,0.0000
amr2,loaded,nav,49.000,0.0000
amr2,loaded,nav,49.023,0.0000
amr2,loaded,nav,49.040,0.0000
amr2,loaded,nav,49.061,0.0000
amr2,loaded,nav,49.081,0.0000
amr2,loaded,nav,49.102,0.0000
amr2,loaded,nav,49.122,0.0000
amr2,loaded,nav,49.140,0.0000
amr2,loaded,nav,49.161,0.0000
amr2,loaded,nav,49.181,0.0000
amr2,loaded,nav,49.200,0.0000
amr2,loaded,nav,49.220,0.0000
amr2,loaded,nav,49.241,0.0000
amr2,loaded,nav,49.260,0.0000
amr2,loaded,nav,49.280,0.0000
amr2,loaded,nav,49.301,0.0000
amr2,loaded,nav,49.323,0.0000
amr2,loaded,nav,49.341,0.0000
amr2,loaded,nav,49.360,0.0000
amr2,loaded,nav,49.382,0.0000
amr2,loaded,nav,49.400,0.0000
amr2,loaded,nav,49.421,0.0000
amr2,loaded,nav,49.440,0.0000
amr2,loaded,nav,49.463,0.0000
amr2,loaded,nav,49.480,0.0000
amr2,loaded,nav,49.500,0.0000
amr2,loaded,nav,49.521,0.0000
amr2,loaded,nav,49.540,0.0000
amr2,loaded,nav,49.561,0.0000
amr2,loaded,nav,49.581,0.0000
amr2,loaded,nav,49.601,0.0000
amr2,loaded,nav,49.620,0.0000
amr2,loaded,nav,49.644,0.0000
amr2,loaded,nav,49.661,0.0000
amr2,loaded,nav,49.680,0.0000
amr2,loaded,nav,49.701,0.0000
amr2,loaded,nav,49.721,0.0000
amr2,loaded,nav,49.740,0.0000
amr2,loaded,nav,49.761,0.0000
amr2,loaded,nav,49.781,0.0000
amr2,loaded,nav,49.801,0.0000
amr2,loaded,nav,49.823,0.0000
amr2,loaded,nav,49.841,0.0000
amr2,loaded,nav,49.860,0.0000
amr2,loaded,nav,49.880,0.0000
amr2,loaded,nav,49.905,0.0000
amr2,loaded,nav,49.922,0.0000
amr2,loaded,nav,49.940,0.0000
amr2,loaded,nav,49.960,0.0000
amr2,loaded,nav,49.982,0.0000
amr2,loaded,nav,50.001,0.0000
amr2,loaded,nav,50.021,0.0000
amr2,loaded,nav,50.040,0.0000
amr2,loaded,nav,50.062,0.0000
amr2,loaded,nav,50.080,0.0000
amr2,loaded,nav,50.100,0.0000
amr2,loaded,nav,50.123,0.0000
amr2,loaded,nav,50.141,0.0000
amr2,loaded,nav,50.162,0.0000
amr2,loaded,nav,50.181,0.0000
amr2,loaded,nav,50.201,0.0000
amr2,loaded,nav,50.222,0.0000
amr2,loaded,nav,50.241,0.0000
amr2,loaded,nav,50.260,0.0000
amr2,loaded,nav,50.281,0.0000
amr2,loaded,nav,50.302,0.0000
amr2,loaded,nav,50.321,0.0000
amr2,loaded,nav,50.340,0.0000
amr2,loaded,nav,50.360,0.0000
amr2,loaded,nav,50.383,0.0000
amr2,loaded,nav,50.404,0.0000
amr2,loaded,nav,50.420,0.0000
amr2,loaded,nav,50.440,0.0000
amr2,loaded,nav,50.460,0.0000
amr2,loaded,nav,50.480,0.0000
amr2,loaded,nav,50.503,0.0000
amr2,loaded,nav,50.520,0.0000
amr2,loaded,nav,50.541,0.0000
amr2,loaded,nav,50.560,0.0000
amr2,loaded,nav,50.580,0.0000
amr2,loaded,nav,50.601,0.0000
amr2,loaded,nav,50.622,0.0000
amr2,loaded,nav,50.641,0.0000
amr2,loaded,nav,50.661,0.0000
amr2,loaded,nav,50.683,0.0000
amr2,loaded,nav,50.705,0.0000
amr2,loaded,nav,50.720,0.0000
amr2,loaded,nav,50.740,0.0000
amr2,loaded,nav,50.760,0.0000
amr2,loaded,nav,50.780,0.0000
amr2,loaded,nav,50.802,0.0000
amr2,loaded,nav,50.822,0.0000
amr2,loaded,nav,50.841,0.0000
amr2,loaded,nav,50.862,0.0000
amr2,loaded,nav,50.881,0.0000
amr2,loaded,nav,50.902,0.0000
amr2,loaded,nav,50.922,0.0000
amr2,loaded,nav,50.940,0.0000
amr2,loaded,nav,50.963,0.0000
amr2,loaded,nav,50.981,0.0000
amr2,loaded,nav,51.001,0.0000
amr2,loaded,nav,51.020,0.0000
amr2,loaded,nav,51.040,0.0000
amr2,loaded,nav,51.062,0.0000
amr2,loaded,nav,51.080,0.0000
amr2,loaded,smoothed,39.124,0.0500
amr2,loaded,smoothed,39.153,0.1000
amr2,loaded,smoothed,39.182,0.1500
amr2,loaded,smoothed,39.206,0.2000
amr2,loaded,smoothed,39.236,0.2500
amr2,loaded,smoothed,39.272,0.3000
amr2,loaded,smoothed,39.300,0.3500
amr2,loaded,smoothed,39.330,0.4000
amr2,loaded,smoothed,39.362,0.4500
amr2,loaded,smoothed,39.388,0.5000
amr2,loaded,smoothed,39.413,0.5000
amr2,loaded,smoothed,39.448,0.5000
amr2,loaded,smoothed,39.478,0.5000
amr2,loaded,smoothed,39.509,0.5000
amr2,loaded,smoothed,39.536,0.5000
amr2,loaded,smoothed,39.565,0.5000
amr2,loaded,smoothed,39.596,0.5000
amr2,loaded,smoothed,39.622,0.5000
amr2,loaded,smoothed,39.651,0.5000
amr2,loaded,smoothed,39.681,0.5000
amr2,loaded,smoothed,39.708,0.5000
amr2,loaded,smoothed,39.735,0.5000
amr2,loaded,smoothed,39.763,0.5000
amr2,loaded,smoothed,39.791,0.5000
amr2,loaded,smoothed,39.819,0.5000
amr2,loaded,smoothed,39.848,0.5000
amr2,loaded,smoothed,39.874,0.5000
amr2,loaded,smoothed,39.906,0.5000
amr2,loaded,smoothed,39.937,0.5000
amr2,loaded,smoothed,39.964,0.5000
amr2,loaded,smoothed,39.992,0.5000
amr2,loaded,smoothed,40.021,0.5000
amr2,loaded,smoothed,40.048,0.5000
amr2,loaded,smoothed,40.077,0.5000
amr2,loaded,smoothed,40.107,0.5000
amr2,loaded,smoothed,40.134,0.5000
amr2,loaded,smoothed,40.171,0.5000
amr2,loaded,smoothed,40.198,0.5000
amr2,loaded,smoothed,40.227,0.5000
amr2,loaded,smoothed,40.254,0.5000
amr2,loaded,smoothed,40.280,0.5000
amr2,loaded,smoothed,40.310,0.5000
amr2,loaded,smoothed,40.337,0.5000
amr2,loaded,smoothed,40.367,0.5000
amr2,loaded,smoothed,40.398,0.5000
amr2,loaded,smoothed,40.423,0.5000
amr2,loaded,smoothed,40.458,0.5000
amr2,loaded,smoothed,40.489,0.5000
amr2,loaded,smoothed,40.518,0.5000
amr2,loaded,smoothed,40.548,0.5000
amr2,loaded,smoothed,40.578,0.5000
amr2,loaded,smoothed,40.610,0.5000
amr2,loaded,smoothed,40.641,0.5000
amr2,loaded,smoothed,40.670,0.5000
amr2,loaded,smoothed,40.695,0.5000
amr2,loaded,smoothed,40.722,0.5000
amr2,loaded,smoothed,40.751,0.5000
amr2,loaded,smoothed,40.786,0.5000
amr2,loaded,smoothed,40.818,0.5000
amr2,loaded,smoothed,40.849,0.5000
amr2,loaded,smoothed,40.878,0.5000
amr2,loaded,smoothed,40.907,0.5000
amr2,loaded,smoothed,40.938,0.5000
amr2,loaded,smoothed,40.970,0.5000
amr2,loaded,smoothed,41.001,0.5000
amr2,loaded,smoothed,41.031,0.5000
amr2,loaded,smoothed,41.065,0.5000
amr2,loaded,smoothed,41.099,0.5000
amr2,loaded,smoothed,41.132,0.5000
amr2,loaded,smoothed,41.162,0.5000
amr2,loaded,smoothed,41.195,0.5000
amr2,loaded,smoothed,41.226,0.5000
amr2,loaded,smoothed,41.258,0.5000
amr2,loaded,smoothed,41.288,0.5000
amr2,loaded,smoothed,41.311,0.5000
amr2,loaded,smoothed,41.343,0.5000
amr2,loaded,smoothed,41.370,0.5000
amr2,loaded,smoothed,41.398,0.5000
amr2,loaded,smoothed,41.427,0.5000
amr2,loaded,smoothed,41.451,0.5000
amr2,loaded,smoothed,41.483,0.5000
amr2,loaded,smoothed,41.506,0.5000
amr2,loaded,smoothed,41.537,0.5000
amr2,loaded,smoothed,41.568,0.5000
amr2,loaded,smoothed,41.600,0.5000
amr2,loaded,smoothed,41.630,0.5000
amr2,loaded,smoothed,41.660,0.5000
amr2,loaded,smoothed,41.688,0.5000
amr2,loaded,smoothed,41.721,0.5000
amr2,loaded,smoothed,41.749,0.5000
amr2,loaded,smoothed,41.782,0.5000
amr2,loaded,smoothed,41.811,0.5000
amr2,loaded,smoothed,41.838,0.5000
amr2,loaded,smoothed,41.871,0.5000
amr2,loaded,smoothed,41.899,0.5000
amr2,loaded,smoothed,41.930,0.5000
amr2,loaded,smoothed,41.959,0.5000
amr2,loaded,smoothed,41.979,0.5000
amr2,loaded,smoothed,42.009,0.5000
amr2,loaded,smoothed,42.031,0.5000
amr2,loaded,smoothed,42.054,0.5000
amr2,loaded,smoothed,42.083,0.5000
amr2,loaded,smoothed,42.108,0.5000
amr2,loaded,smoothed,42.137,0.5000
amr2,loaded,smoothed,42.167,0.5000
amr2,loaded,smoothed,42.196,0.5000
amr2,loaded,smoothed,42.225,0.5000
amr2,loaded,smoothed,42.257,0.5000
amr2,loaded,smoothed,42.288,0.5000
amr2,loaded,smoothed,42.321,0.5000
amr2,loaded,smoothed,42.353,0.5000
amr2,loaded,smoothed,42.382,0.5000
amr2,loaded,smoothed,42.413,0.5000
amr2,loaded,smoothed,42.445,0.5000
amr2,loaded,smoothed,42.476,0.5000
amr2,loaded,smoothed,42.509,0.5000
amr2,loaded,smoothed,42.542,0.5000
amr2,loaded,smoothed,42.575,0.5000
amr2,loaded,smoothed,42.609,0.5000
amr2,loaded,smoothed,42.641,0.5000
amr2,loaded,smoothed,42.675,0.5000
amr2,loaded,smoothed,42.703,0.5000
amr2,loaded,smoothed,42.734,0.5000
amr2,loaded,smoothed,42.768,0.5000
amr2,loaded,smoothed,42.800,0.5000
amr2,loaded,smoothed,42.826,0.5000
amr2,loaded,smoothed,42.857,0.5000
amr2,loaded,smoothed,42.893,0.5000
amr2,loaded,smoothed,42.926,0.5000
amr2,loaded,smoothed,42.962,0.5000
amr2,loaded,smoothed,42.991,0.5000
amr2,loaded,smoothed,43.021,0.5000
amr2,loaded,smoothed,43.055,0.5000
amr2,loaded,smoothed,43.086,0.5000
amr2,loaded,smoothed,43.119,0.5000
amr2,loaded,smoothed,43.151,0.5000
amr2,loaded,smoothed,43.180,0.5000
amr2,loaded,smoothed,43.213,0.5000
amr2,loaded,smoothed,43.245,0.5000
amr2,loaded,smoothed,43.277,0.5000
amr2,loaded,smoothed,43.310,0.5000
amr2,loaded,smoothed,43.345,0.5000
amr2,loaded,smoothed,43.380,0.5000
amr2,loaded,smoothed,43.411,0.5000
amr2,loaded,smoothed,43.439,0.5000
amr2,loaded,smoothed,43.469,0.5000
amr2,loaded,smoothed,43.500,0.5000
amr2,loaded,smoothed,43.534,0.5000
amr2,loaded,smoothed,43.566,0.5000
amr2,loaded,smoothed,43.597,0.5000
amr2,loaded,smoothed,43.631,0.5000
amr2,loaded,smoothed,43.668,0.5000
amr2,loaded,smoothed,43.700,0.5000
amr2,loaded,smoothed,43.734,0.5000
amr2,loaded,smoothed,43.765,0.5000
amr2,loaded,smoothed,43.795,0.5000
amr2,loaded,smoothed,43.825,0.5000
amr2,loaded,smoothed,43.855,0.5000
amr2,loaded,smoothed,43.893,0.5000
amr2,loaded,smoothed,43.925,0.5000
amr2,loaded,smoothed,43.962,0.5000
amr2,loaded,smoothed,43.996,0.5000
amr2,loaded,smoothed,44.027,0.5000
amr2,loaded,smoothed,44.055,0.5000
amr2,loaded,smoothed,44.085,0.5000
amr2,loaded,smoothed,44.115,0.5000
amr2,loaded,smoothed,44.143,0.5000
amr2,loaded,smoothed,44.176,0.5000
amr2,loaded,smoothed,44.203,0.5000
amr2,loaded,smoothed,44.234,0.5000
amr2,loaded,smoothed,44.262,0.5000
amr2,loaded,smoothed,44.292,0.5000
amr2,loaded,smoothed,44.323,0.5000
amr2,loaded,smoothed,44.352,0.5000
amr2,loaded,smoothed,44.381,0.5000
amr2,loaded,smoothed,44.407,0.5000
amr2,loaded,smoothed,44.438,0.5000
amr2,loaded,smoothed,44.469,0.5000
amr2,loaded,smoothed,44.498,0.5000
amr2,loaded,smoothed,44.515,0.5000
amr2,loaded,smoothed,44.536,0.5000
amr2,loaded,smoothed,44.562,0.5000
amr2,loaded,smoothed,44.585,0.5000
amr2,loaded,smoothed,44.614,0.5000
amr2,loaded,smoothed,44.640,0.5000
amr2,loaded,smoothed,44.667,0.5000
amr2,loaded,smoothed,44.698,0.5000
amr2,loaded,smoothed,44.728,0.5000
amr2,loaded,smoothed,44.757,0.5000
amr2,loaded,smoothed,44.788,0.5000
amr2,loaded,smoothed,44.817,0.5000
amr2,loaded,smoothed,44.844,0.5000
amr2,loaded,smoothed,44.875,0.5000
amr2,loaded,smoothed,44.906,0.5000
amr2,loaded,smoothed,44.938,0.5000
amr2,loaded,smoothed,44.970,0.5000
amr2,loaded,smoothed,45.003,0.5000
amr2,loaded,smoothed,45.035,0.5000
amr2,loaded,smoothed,45.068,0.5000
amr2,loaded,smoothed,45.098,0.5000
amr2,loaded,smoothed,45.128,0.5000
amr2,loaded,smoothed,45.164,0.5000
amr2,loaded,smoothed,45.197,0.5000
amr2,loaded,smoothed,45.227,0.5000
amr2,loaded,smoothed,45.260,0.5000
amr2,loaded,smoothed,45.294,0.5000
amr2,loaded,smoothed,45.328,0.5000
amr2,loaded,smoothed,45.363,0.5000
amr2,loaded,smoothed,45.397,0.5000
amr2,loaded,smoothed,45.429,0.5000
amr2,loaded,smoothed,45.462,0.5000
amr2,loaded,smoothed,45.496,0.5000
amr2,loaded,smoothed,45.530,0.5000
amr2,loaded,smoothed,45.564,0.5000
amr2,loaded,smoothed,45.597,0.5000
amr2,loaded,smoothed,45.624,0.5000
amr2,loaded,smoothed,45.658,0.5000
amr2,loaded,smoothed,45.690,0.5000
amr2,loaded,smoothed,45.720,0.5000
amr2,loaded,smoothed,45.759,0.5000
amr2,loaded,smoothed,45.793,0.5000
amr2,loaded,smoothed,45.825,0.5000
amr2,loaded,smoothed,45.858,0.5000
amr2,loaded,smoothed,45.891,0.5000
amr2,loaded,smoothed,45.927,0.5000
amr2,loaded,smoothed,45.961,0.5000
amr2,loaded,smoothed,45.995,0.5000
amr2,loaded,smoothed,46.030,0.5000
amr2,loaded,smoothed,46.065,0.5000
amr2,loaded,smoothed,46.100,0.5000
amr2,loaded,smoothed,46.133,0.4300
amr2,loaded,smoothed,46.164,0.3600
amr2,loaded,smoothed,46.199,0.2900
amr2,loaded,smoothed,46.230,0.2200
amr2,loaded,smoothed,46.263,0.1500
amr2,loaded,smoothed,46.297,0.0800
amr2,loaded,smoothed,46.326,0.0100
amr2,loaded,smoothed,46.355,0.0000
amr2,loaded,smoothed,46.379,0.0000
amr2,loaded,smoothed,46.408,0.0000
amr2,loaded,smoothed,46.433,0.0000
amr2,loaded,smoothed,46.458,0.0000
amr2,loaded,smoothed,46.487,0.0000
amr2,loaded,smoothed,46.518,0.0000
amr2,loaded,smoothed,46.550,0.0000
amr2,loaded,smoothed,46.575,0.0000
amr2,loaded,smoothed,46.601,0.0000
amr2,loaded,smoothed,46.628,0.0000
amr2,loaded,smoothed,46.655,0.0000
amr2,loaded,smoothed,46.682,0.0000
amr2,loaded,smoothed,46.712,0.0000
amr2,loaded,smoothed,46.738,0.0000
amr2,loaded,smoothed,46.766,0.0000
amr2,loaded,smoothed,46.794,0.0000
amr2,loaded,smoothed,46.823,0.0000
amr2,loaded,smoothed,46.849,0.0000
amr2,loaded,smoothed,46.881,0.0000
amr2,loaded,smoothed,46.912,0.0000
amr2,loaded,smoothed,46.945,0.0000
amr2,loaded,smoothed,46.981,0.0000
amr2,loaded,smoothed,47.011,0.0000
amr2,loaded,smoothed,47.039,0.0000
amr2,loaded,smoothed,47.068,0.0000
amr2,loaded,smoothed,47.098,0.0000
amr2,loaded,smoothed,47.124,0.0000
amr2,loaded,smoothed,47.154,0.0000
amr2,loaded,smoothed,47.185,0.0000
amr2,loaded,smoothed,47.221,0.0000
amr2,loaded,smoothed,47.252,0.0000
amr2,loaded,smoothed,47.281,0.0000
amr2,loaded,smoothed,47.309,0.0000
amr2,loaded,smoothed,47.336,0.0000
amr2,loaded,smoothed,47.368,0.0000
amr2,loaded,smoothed,47.402,0.0000
amr2,loaded,smoothed,47.436,0.0000
amr2,loaded,smoothed,47.463,0.0000
amr2,loaded,smoothed,47.493,0.0000
amr2,loaded,smoothed,47.523,0.0000
amr2,loaded,smoothed,47.554,0.0000
amr2,loaded,smoothed,47.584,0.0000
amr2,loaded,smoothed,47.615,0.0000
amr2,loaded,smoothed,47.647,0.0000
amr2,loaded,smoothed,47.680,0.0000
amr2,loaded,smoothed,47.713,0.0000
amr2,loaded,smoothed,47.746,0.0000
amr2,loaded,smoothed,47.782,0.0000
amr2,loaded,smoothed,47.802,0.0000
amr2,loaded,smoothed,47.826,0.0000
amr2,loaded,smoothed,47.858,0.0000
amr2,loaded,smoothed,47.891,0.0000
amr2,loaded,smoothed,47.925,0.0000
amr2,loaded,smoothed,47.957,0.0000
amr2,loaded,smoothed,47.987,0.0000
amr2,loaded,smoothed,48.011,0.0000
amr2,loaded,smoothed,48.041,0.0000
amr2,loaded,smoothed,48.069,0.0000
amr2,loaded,smoothed,48.093,0.0000
amr2,loaded,smoothed,48.117,0.0000
amr2,loaded,smoothed,48.146,0.0000
amr2,loaded,smoothed,48.174,0.0000
amr2,loaded,smoothed,48.200,0.0000
amr2,loaded,smoothed,48.229,0.0000
amr2,loaded,smoothed,48.253,0.0000
amr2,loaded,smoothed,48.283,0.0000
amr2,loaded,smoothed,48.307,0.0000
amr2,loaded,smoothed,48.335,0.0000
amr2,loaded,smoothed,48.362,0.0000
amr2,loaded,smoothed,48.389,0.0000
amr2,loaded,smoothed,48.417,0.0000
amr2,loaded,smoothed,48.446,0.0000
amr2,loaded,smoothed,48.478,0.0000
amr2,loaded,smoothed,48.509,0.0000
amr2,loaded,smoothed,48.539,0.0000
amr2,loaded,smoothed,48.572,0.0000
amr2,loaded,smoothed,48.596,0.0000
amr2,loaded,smoothed,48.623,0.0000
amr2,loaded,smoothed,48.646,0.0000
amr2,loaded,smoothed,48.672,0.0000
amr2,loaded,smoothed,48.700,0.0000
amr2,loaded,smoothed,48.729,0.0000
amr2,loaded,smoothed,48.760,0.0000
amr2,loaded,smoothed,48.789,0.0000
amr2,loaded,smoothed,48.823,0.0000
amr2,loaded,smoothed,48.852,0.0000
amr2,loaded,smoothed,48.883,0.0000
amr2,loaded,smoothed,48.901,0.0000
amr2,loaded,smoothed,48.918,0.0000
amr2,loaded,smoothed,48.951,0.0000
amr2,loaded,smoothed,48.981,0.0000
amr2,loaded,smoothed,49.009,0.0000
amr2,loaded,smoothed,49.034,0.0000
amr2,loaded,smoothed,49.058,0.0000
amr2,loaded,smoothed,49.086,0.0000
amr2,loaded,smoothed,49.111,0.0000
