t,separation_m
39.264,5.7001
39.266,5.7077
39.285,5.7151
39.285,5.7229
39.306,5.7302
39.306,5.7382
39.325,5.7455
39.327,5.7534
39.345,5.7607
39.347,5.7683
39.365,5.7756
39.366,5.7830
39.385,5.7902
39.386,5.7973
39.405,5.8044
39.406,5.8113
39.427,5.8184
39.428,5.8250
39.445,5.8319
39.446,5.8383
39.465,5.8451
39.466,5.8512
39.485,5.8578
39.487,5.8636
39.516,5.8701
39.516,5.8757
39.531,5.8819
39.531,5.8872
39.545,5.8933
39.547,5.8983
39.565,5.9042
39.567,5.9090
39.586,5.9145
39.587,5.9190
39.605,5.9245
39.606,5.9287
39.626,5.9339
39.626,5.9378
39.645,5.9426
39.647,5.9463
39.666,5.9507
39.667,5.9541
39.685,5.9583
39.687,5.9619
39.706,5.9660
39.706,5.9697
39.725,5.9736
39.726,5.9774
39.745,5.9809
39.747,5.9848
39.765,5.9881
39.766,5.9922
39.786,5.9952
39.786,5.9994
39.805,6.0022
39.806,6.0065
39.825,6.0090
39.826,6.0135
39.845,6.0157
39.846,6.0203
39.865,6.0223
39.866,6.0271
39.885,6.0288
39.886,6.0337
39.906,6.0352
39.907,6.0402
39.925,6.0415
39.927,6.0467
39.945,6.0478
39.947,6.0530
39.967,6.0540
39.967,6.0593
39.986,6.0601
39.986,6.0653
40.005,6.0660
40.007,6.0709
40.025,6.0715
40.026,6.0761
40.045,6.0765
40.046,6.0808
40.065,6.0812
40.066,6.0852
40.085,6.0855
40.086,6.0892
40.105,6.0895
40.106,6.0929
40.126,6.0931
40.126,6.0962
40.145,6.0963
40.147,6.0992
40.165,6.0993
40.166,6.1018
40.185,6.1019
40.188,6.1041
40.205,6.1042
40.206,6.1062
40.225,6.1062
40.226,6.1079
40.246,6.1079
40.247,6.1094
40.266,6.1094
40.266,6.1106
40.285,6.1106
40.287,6.1115
40.305,6.1114
40.307,6.1121
40.350,6.1120
40.350,6.1124
40.350,6.1124
40.351,6.1125
40.374,6.1124
40.374,6.1124
40.385,6.1124
40.386,6.1124
40.406,6.1124
40.407,6.1124
40.425,6.1124
40.427,6.1124
40.445,6.1124
40.447,6.1124
40.466,6.1123
40.468,6.1123
40.486,6.1123
40.486,6.1123
40.505,6.1123
40.506,6.1123
40.526,6.1122
40.527,6.1122
40.546,6.1121
40.546,6.1121
40.566,6.1120
40.567,6.1120
40.585,6.1119
40.586,6.1119
40.606,6.1117
40.606,6.1117
40.625,6.1115
40.626,6.1115
40.645,6.1112
40.646,6.1112
40.666,6.1108
40.667,6.1108
40.685,6.1103
40.687,6.1103
40.705,6.1096
40.706,6.1096
40.727,6.1089
40.727,6.1089
40.746,6.1079
40.747,6.1079
40.766,6.1067
40.767,6.1067
40.786,6.1053
40.786,6.1053
40.805,6.1037
40.805,6.1037
40.826,6.1018
40.827,6.1018
40.845,6.0996
40.846,6.0996
40.866,6.0972
40.866,6.0972
40.885,6.0944
40.887,6.0944
40.906,6.0912
40.907,6.0912
40.925,6.0878
40.926,6.0878
40.946,6.0840
40.947,6.0840
40.965,6.0798
40.968,6.0798
40.985,6.0752
40.987,6.0752
41.005,6.0702
41.007,6.0702
41.025,6.0649
41.027,6.0649
41.045,6.0591
41.046,6.0591
41.065,6.0530
41.066,6.0530
41.086,6.0465
41.087,6.0465
41.105,6.0397
41.106,6.0397
41.125,6.0325
41.127,6.0325
41.178,6.0249
41.178,6.0249
41.179,6.0169
41.179,6.0169
41.186,6.0085
41.186,6.0085
41.207,5.9997
41.207,5.9997
41.225,5.9905
41.226,5.9905
41.245,5.9809
41.246,5.9809
41.265,5.9708
41.266,5.9708
41.285,5.9603
41.287,5.9603
41.305,5.9493
41.306,5.9493
41.325,5.9379
41.327,5.9379
41.345,5.9260
41.347,5.9260
41.365,5.9137
41.366,5.9137
41.385,5.9009
41.386,5.9009
41.406,5.8875
41.406,5.8875
41.425,5.8738
41.426,5.8738
41.446,5.8595
41.447,5.8595
41.465,5.8448
41.465,5.8448
41.485,5.8296
41.487,5.8296
41.505,5.8139
41.506,5.8140
41.525,5.7978
41.527,5.7979
41.547,5.7813
41.548,5.7814
41.566,5.7645
41.566,5.7646
41.586,5.7472
41.586,5.7473
41.606,5.7296
41.606,5.7297
41.626,5.7116
41.626,5.7118
41.647,5.6934
41.648,5.6935
41.666,5.6749
41.667,5.6750
41.685,5.6561
41.687,5.6563
41.706,5.6372
41.706,5.6374
41.726,5.6181
41.726,5.6183
41.745,5.5987
41.746,5.5989
41.766,5.5792
41.767,5.5794
41.785,5.5597
41.786,5.5601
41.804,5.5404
41.807,5.5407
41.825,5.5210
41.826,5.5214
41.845,5.5017
41.847,5.5022
41.866,5.4825
41.867,5.4831
41.887,5.4634
41.887,5.4640
41.906,5.4444
41.906,5.4451
41.925,5.4255
41.927,5.4263
41.945,5.4067
41.946,5.4077
41.965,5.3881
41.966,5.3891
42.004,5.3696
42.004,5.3708
42.005,5.3512
42.006,5.3525
42.025,5.3330
42.027,5.3344
42.046,5.3150
42.046,5.3165
42.065,5.2971
42.066,5.2987
42.085,5.2793
42.087,5.2811
42.105,5.2617
42.106,5.2636
42.126,5.2443
42.126,5.2463
42.145,5.2270
42.147,5.2291
42.166,5.2099
42.167,5.2120
42.185,5.1929
42.186,5.1949
42.205,5.1758
42.205,5.1776
42.225,5.1585
42.228,5.1601
42.245,5.1411
42.247,5.1424
42.266,5.1234
42.267,5.1245
42.287,5.1056
42.288,5.1064
42.306,5.0875
42.307,5.0881
42.325,5.0693
42.326,5.0696
42.345,5.0508
42.346,5.0509
42.365,5.0322
42.367,5.0322
42.385,5.0136
42.386,5.0136
42.407,4.9950
42.407,4.9950
42.426,4.9765
42.427,4.9765
42.446,4.9581
42.446,4.9581
42.466,4.9397
42.466,4.9397
42.485,4.9213
42.487,4.9213
42.506,4.9030
42.506,4.9030
42.525,4.8848
42.527,4.8848
42.545,4.8666
42.545,4.8666
42.566,4.8485
42.566,4.8485
42.585,4.8304
42.586,4.8304
42.606,4.8124
42.607,4.8124
42.625,4.7944
42.626,4.7944
42.646,4.7764
42.648,4.7764
42.665,4.7585
42.667,4.7585
42.685,4.7407
42.686,4.7407
42.707,4.7229
42.707,4.7229
42.726,4.7051
42.727,4.7051
42.745,4.6874
42.747,4.6874
42.765,4.6697
42.766,4.6697
42.786,4.6521
42.787,4.6521
42.832,4.6345
42.833,4.6345
42.833,4.6169
42.834,4.6169
42.845,4.5994
42.846,4.5994
42.876,4.5819
42.876,4.5819
42.885,4.5645
42.885,4.5645
42.905,4.5471
42.907,4.5471
42.925,4.5297
42.927,4.5297
42.945,4.5123
42.945,4.5123
42.965,4.4950
42.967,4.4950
42.986,4.4776
42.986,4.4776
43.005,4.4604
43.005,4.4604
43.025,4.4431
43.026,4.4431
43.045,4.4258
43.047,4.4258
43.065,4.4086
43.066,4.4086
43.085,4.3914
43.086,4.3914
43.105,4.3742
43.106,4.3742
43.125,4.3570
43.126,4.3570
43.146,4.3398
43.147,4.3398
43.165,4.3226
43.167,4.3226
43.186,4.3054
43.187,4.3054
43.205,4.2882
43.206,4.2882
43.225,4.2710
43.226,4.2710
43.246,4.2538
43.247,4.2538
43.265,4.2367
43.266,4.2367
43.287,4.2367
43.290,4.2195
43.305,4.2024
43.308,4.2024
43.326,4.1853
43.327,4.1853
43.346,4.1682
43.347,4.1682
43.365,4.1510
43.366,4.1510
43.385,4.1340
43.386,4.1340
43.405,4.1169
43.407,4.1169
43.425,4.0998
43.426,4.0998
43.445,4.0827
43.446,4.0827
43.465,4.0657
43.466,4.0657
43.485,4.0487
43.486,4.0487
43.506,4.0317
43.507,4.0317
43.525,4.0147
43.526,4.0147
43.545,3.9977
43.547,3.9977
43.565,3.9807
43.566,3.9807
43.585,3.9638
43.586,3.9638
43.606,3.9469
43.606,3.9469
43.625,3.9300
43.627,3.9300
43.662,3.9131
43.662,3.9131
43.666,3.8962
43.666,3.8962
43.685,3.8794
43.686,3.8794
43.707,3.8626
43.707,3.8626
43.725,3.8461
43.727,3.8461
43.745,3.8302
43.748,3.8302
43.765,3.8147
43.766,3.8147
43.785,3.7997
43.786,3.7997
43.805,3.7852
43.807,3.7852
43.825,3.7712
43.826,3.7712
43.845,3.7577
43.846,3.7577
43.865,3.7446
43.866,3.7446
43.885,3.7321
43.886,3.7321
43.906,3.7200
43.907,3.7200
43.926,3.7084
43.927,3.7084
43.945,3.6973
43.947,3.6973
43.966,3.6867
43.967,3.6867
43.985,3.6766
43.986,3.6766
44.005,3.6669
44.006,3.6669
44.026,3.6577
44.026,3.6577
44.045,3.6489
44.047,3.6489
44.065,3.6407
44.066,3.6407
44.085,3.6329
44.087,3.6329
44.105,3.6255
44.106,3.6255
44.126,3.6255
44.126,3.6186
44.146,3.6122
44.146,3.6122
44.165,3.6063
44.166,3.6063
44.187,3.6008
44.187,3.6008
44.206,3.5958
44.209,3.5958
44.225,3.5912
44.226,3.5912
44.245,3.5871
44.246,3.5871
44.265,3.5834
44.266,3.5834
44.285,3.5802
44.286,3.5802
44.305,3.5802
44.305,3.5775
44.326,3.5752
44.326,3.5752
44.346,3.5734
44.348,3.5734
44.365,3.5720
44.366,3.5720
44.385,3.5711
44.386,3.5711
44.406,3.5706
44.406,3.5706
44.426,3.5705
44.428,3.5705
44.445,3.5705
44.447,3.5705
44.485,3.5705
44.485,3.5705
44.485,3.5705
44.486,3.5705
44.505,3.5705
44.506,3.5705
44.534,3.5705
44.534,3.5705
44.545,3.5705
44.547,3.5705
44.565,3.5705
44.566,3.5705
44.585,3.5705
44.587,3.5705
44.605,3.5705
44.607,3.5705
44.626,3.5705
44.626,3.5705
44.646,3.5705
44.646,3.5705
44.666,3.5705
44.666,3.5705
44.685,3.5705
44.687,3.5705
44.706,3.5705
44.706,3.5705
44.725,3.5705
44.726,3.5705
44.746,3.5705
44.746,3.5705
44.766,3.5705
44.767,3.5705
44.785,3.5705
44.786,3.5705
44.805,3.5705
44.806,3.5705
44.826,3.5705
44.827,3.5705
44.845,3.5705
44.848,3.5705
44.865,3.5705
44.866,3.5705
44.886,3.5705
44.887,3.5706
44.906,3.5706
44.906,3.5706
44.925,3.5706
44.927,3.5706
44.945,3.5706
44.946,3.5707
44.965,3.5707
44.967,3.5707
44.985,3.5707
44.986,3.5707
45.005,3.5707
45.006,3.5708
45.025,3.5708
45.026,3.5708
45.045,3.5708
45.046,3.5708
45.065,3.5708
45.067,3.5708
45.085,3.5708
45.086,3.5708
45.105,3.5708
45.108,3.5709
45.125,3.5709
45.127,3.5709
45.145,3.5709
45.146,3.5709
45.165,3.5709
45.167,3.5709
45.185,3.5709
45.187,3.5709
45.205,3.5709
45.206,3.5709
45.226,3.5707
45.226,3.5707
45.245,3.5702
45.246,3.5702
45.265,3.5694
45.266,3.5694
45.286,3.5684
45.286,3.5684
45.305,3.5670
45.306,3.5670
45.331,3.5653
45.332,3.5653
45.345,3.5632
45.346,3.5632
45.374,3.5609
45.374,3.5609
45.385,3.5582
45.386,3.5582
45.406,3.5551
45.406,3.5551
45.426,3.5517
45.427,3.5517
45.446,3.5479
45.448,3.5479
45.465,3.5438
45.466,3.5438
45.485,3.5394
45.486,3.5394
45.505,3.5345
45.507,3.5345
45.526,3.5294
45.527,3.5294
45.546,3.5238
45.547,3.5238
45.566,3.5179
45.567,3.5179
45.585,3.5117
45.586,3.5117
45.605,3.5051
45.607,3.5051
45.626,3.4981
45.626,3.4981
45.645,3.4908
45.646,3.4908
45.666,3.4831
45.667,3.4831
45.686,3.4751
45.686,3.4751
45.704,3.4668
45.706,3.4668
45.725,3.4582
45.726,3.4582
45.747,3.4492
45.748,3.4493
45.765,3.4400
45.766,3.4400
45.785,3.4305
45.787,3.4305
45.806,3.4207
