t,separation_m
39.140,5.1682
39.141,5.1585
39.162,5.1593
39.162,5.1496
39.181,5.1504
39.181,5.1407
39.200,5.1415
39.201,5.1317
39.221,5.1323
39.221,5.1226
39.240,5.1228
39.241,5.1131
39.261,5.1133
39.261,5.1036
39.280,5.1038
39.282,5.0942
39.300,5.0943
39.301,5.0847
39.319,5.0847
39.321,5.0751
39.341,5.0751
39.342,5.0655
39.360,5.0655
39.362,5.0559
39.380,5.0559
39.382,5.0462
39.400,5.0462
39.401,5.0366
39.420,5.0366
39.422,5.0270
39.440,5.0270
39.441,5.0174
39.460,5.0174
39.461,5.0078
39.480,5.0078
39.482,4.9983
39.500,4.9983
39.502,4.9887
39.520,4.9887
39.522,4.9791
39.541,4.9791
39.541,4.9696
39.560,4.9696
39.561,4.9601
39.581,4.9601
39.582,4.9505
39.600,4.9505
39.601,4.9410
39.620,4.9410
39.621,4.9315
39.641,4.9315
39.641,4.9221
39.661,4.9221
39.661,4.9126
39.680,4.9126
39.681,4.9031
39.700,4.9031
39.701,4.8937
39.722,4.8937
39.722,4.8842
39.740,4.8842
39.742,4.8748
39.760,4.8748
39.762,4.8654
39.780,4.8654
39.782,4.8560
39.799,4.8560
39.802,4.8466
39.820,4.8466
39.821,4.8372
39.841,4.8372
39.841,4.8278
39.860,4.8278
39.861,4.8185
39.881,4.8185
39.881,4.8091
39.901,4.8091
39.901,4.7998
39.919,4.7998
39.921,4.7904
39.941,4.7904
39.942,4.7811
39.960,4.7811
39.961,4.7718
39.980,4.7718
39.981,4.7625
40.000,4.7625
40.002,4.7532
40.020,4.7532
40.021,4.7440
40.042,4.7440
40.043,4.7347
40.062,4.7347
40.062,4.7255
40.080,4.7255
40.081,4.7162
40.100,4.7162
40.101,4.7070
40.122,4.7070
40.122,4.6978
40.141,4.6978
40.142,4.6886
40.161,4.6886
40.162,4.6794
40.180,4.6794
40.182,4.6703
40.201,4.6703
40.202,4.6611
40.219,4.6611
40.223,4.6520
40.241,4.6520
40.242,4.6428
40.260,4.6428
40.261,4.6337
40.281,4.6337
40.281,4.6246
40.300,4.6246
40.301,4.6155
40.321,4.6155
40.322,4.6064
40.340,4.6064
40.342,4.5974
40.360,4.5974
40.360,4.5883
40.379,4.5883
40.382,4.5793
40.400,4.5793
40.402,4.5702
40.420,4.5702
40.422,4.5612
40.440,4.5612
40.442,4.5522
40.461,4.5522
40.461,4.5432
40.480,4.5432
40.482,4.5343
40.501,4.5343
40.501,4.5253
40.520,4.5253
40.521,4.5164
40.541,4.5164
40.542,4.5074
40.561,4.5074
40.562,4.4985
40.580,4.4985
40.582,4.4896
40.600,4.4896
40.602,4.4807
40.620,4.4807
40.621,4.4719
40.640,4.4719
40.641,4.4630
40.662,4.4630
40.662,4.4542
40.681,4.4542
40.682,4.4453
40.700,4.4453
40.704,4.4365
40.723,4.4365
40.723,4.4277
40.741,4.4277
40.741,4.4189
40.761,4.4189
40.763,4.4102
40.779,4.4102
40.782,4.4014
40.801,4.3927
40.803,4.3927
40.820,4.3927
40.822,4.3840
40.842,4.3840
40.842,4.3753
40.861,4.3753
40.861,4.3666
40.880,4.3666
40.881,4.3579
40.900,4.3579
40.901,4.3492
40.920,4.3492
40.921,4.3406
40.940,4.3406
40.941,4.3320
40.960,4.3320
40.962,4.3234
40.980,4.3234
40.981,4.3148
41.000,4.3148
41.002,4.3062
41.021,4.3062
41.021,4.2977
41.041,4.2977
41.042,4.2891
41.060,4.2891
41.061,4.2806
41.081,4.2806
41.081,4.2721
41.101,4.2721
41.101,4.2636
41.120,4.2636
41.121,4.2551
41.140,4.2551
41.141,4.2467
41.162,4.2467
41.162,4.2382
41.181,4.2382
41.182,4.2298
41.201,4.2298
41.202,4.2214
41.221,4.2214
41.222,4.2130
41.240,4.2130
41.242,4.2047
41.260,4.2047
41.261,4.1963
41.280,4.1963
41.281,4.1880
41.300,4.1880
41.304,4.1797
41.322,4.1797
41.322,4.1714
41.340,4.1714
41.342,4.1631
41.361,4.1631
41.361,4.1549
41.380,4.1549
41.382,4.1466
41.400,4.1466
41.402,4.1384
41.420,4.1384
41.424,4.1302
41.440,4.1302
41.441,4.1220
41.461,4.1220
41.464,4.1139
41.480,4.1139
41.482,4.1057
41.501,4.1057
41.501,4.0976
41.520,4.0976
41.520,4.0895
41.540,4.0895
41.541,4.0814
41.560,4.0814
41.562,4.0734
41.580,4.0734
41.582,4.0653
41.599,4.0653
41.602,4.0573
41.621,4.0573
41.622,4.0493
41.641,4.0493
41.641,4.0413
41.660,4.0413
41.661,4.0333
41.681,4.0333
41.682,4.0254
41.700,4.0254
41.701,4.0175
41.720,4.0175
41.722,4.0096
41.741,4.0096
41.741,4.0017
41.760,4.0017
41.761,3.9938
41.780,3.9938
41.782,3.9860
41.800,3.9860
41.803,3.9782
41.820,3.9782
41.822,3.9704
41.841,3.9704
41.841,3.9626
41.861,3.9548
41.862,3.9548
41.880,3.9548
41.882,3.9471
41.900,3.9471
41.900,3.9394
41.920,3.9394
41.921,3.9317
41.940,3.9317
41.942,3.9240
41.960,3.9240
41.961,3.9164
