t,separation_m
14.936,5.5269
14.940,5.5269
14.946,5.5370
14.961,5.5366
14.966,5.5467
14.980,5.5466
14.986,5.5567
15.000,5.5567
15.008,5.5668
15.020,5.5668
15.027,5.5769
15.058,5.5769
15.063,5.5871
15.063,5.5871
15.066,5.5972
15.066,5.5972
15.066,5.6073
15.066,5.6072
15.072,5.6174
15.072,5.6174
15.076,5.6276
15.076,5.6276
15.080,5.6377
15.084,5.6377
15.084,5.6479
15.090,5.6479
15.090,5.6581
15.093,5.6581
15.104,5.6683
15.112,5.6683
15.119,5.6785
15.135,5.6783
15.141,5.6885
15.262,5.6880
15.267,5.6982
15.281,5.6978
15.316,5.7080
15.316,5.7080
15.323,5.7183
15.325,5.7183
15.327,5.7285
15.343,5.7285
15.346,5.7387
15.360,5.7387
15.366,5.7490
15.378,5.7490
15.385,5.7592
15.399,5.7592
15.408,5.7695
15.419,5.7695
15.426,5.7798
15.441,5.7798
15.446,5.7901
15.460,5.7901
15.468,5.8003
15.481,5.8003
15.486,5.8106
15.500,5.8106
15.507,5.8209
15.519,5.8209
15.527,5.8312
15.539,5.8312
15.544,5.8415
15.553,5.8415
15.565,5.8519
15.579,5.8517
15.586,5.8621
15.600,5.8616
15.606,5.8719
15.619,5.8713
15.626,5.8816
15.639,5.8814
15.647,5.8918
15.659,5.8918
15.663,5.9021
15.671,5.9021
15.677,5.9125
15.689,5.9125
15.700,5.9228
15.727,5.9228
15.727,5.9332
15.740,5.9332
15.747,5.9436
15.761,5.9436
15.768,5.9539
15.781,5.9539
15.786,5.9643
15.799,5.9643
15.818,5.9747
15.820,5.9747
15.829,5.9851
15.836,5.9851
15.837,5.9955
15.843,5.9955
15.847,6.0059
15.864,6.0059
15.867,6.0163
15.879,6.0163
15.880,6.0267
15.922,6.0267
15.926,6.0372
15.934,6.0372
15.940,6.0476
15.945,6.0476
15.950,6.0580
15.976,6.0580
15.988,6.0685
15.999,6.0682
16.007,6.0787
16.019,6.0784
16.030,6.0888
16.042,6.0888
16.047,6.0993
16.059,6.0992
16.067,6.1097
16.078,6.1097
16.085,6.1202
16.099,6.1202
16.107,6.1306
16.135,6.1306
16.135,6.1411
16.139,6.1411
16.149,6.1516
16.160,6.1516
16.167,6.1621
16.179,6.1621
16.186,6.1726
16.200,6.1726
16.208,6.1831
16.219,6.1831
16.227,6.1936
16.239,6.1936
16.255,6.2041
16.260,6.2041
16.267,6.2146
16.281,6.2146
16.289,6.2252
16.301,6.2252
16.306,6.2357
16.321,6.2357
16.325,6.2462
16.338,6.2462
16.338,6.2568
16.341,6.2568
16.344,6.2673
16.349,6.2673
16.350,6.2779
16.357,6.2778
16.361,6.2884
16.375,6.2884
16.388,6.2990
16.389,6.2990
16.389,6.3095
16.389,6.3095
16.389,6.3201
16.389,6.3201
16.390,6.3307
16.394,6.3307
16.394,6.3413
16.395,6.3413
16.400,6.3518
16.400,6.3518
16.402,6.3624
16.405,6.3624
16.406,6.3730
16.406,6.3730
16.408,6.3836
16.408,6.3836
16.424,6.3942
16.466,6.3942
16.487,6.4048
16.521,6.4048
16.526,6.4154
16.530,6.4154
16.533,6.4261
16.550,6.4261
16.550,6.4367
16.562,6.4367
16.567,6.4473
16.568,6.4473
16.572,6.4579
16.580,6.4579
16.587,6.4686
